id,plu,category,commodity,variety,size,botanical,aka
998,4519,Vegetables,ARTICHOKES,Baby/Cocktail,All Sizes,Cynara scolymus,
1000,4521,Vegetables,ASPARAGUS,Green,Large,Asparagus officinalis,
1001,4522,Vegetables,ASPARAGUS,White,Small,Asparagus officinalis,
1002,4523,Vegetables,ASPARAGUS,White,Large,Asparagus officinalis,
1003,4524,Vegetables,ASPARAGUS,Tips,All Sizes,Asparagus officinalis,
1006,4527,Vegetables,BEANS,Chinese Long/Snake,All Sizes,Vigna sesquipedalis,
1007,4528,Vegetables,BEANS,Fava/Broad,All Sizes,Vicia faba,
1008,4529,Vegetables,BEANS,Lima,All Sizes,Phaseolus lunatus,
1009,4530,Vegetables,BEANS,Pole/Runner/Stick,All Sizes,Phaseolus coccineus,
1010,4531,Vegetables,BEANS,Purple Hull,All Sizes,Phaseolus spp.,
1011,4532,Vegetables,BEANS,Shell,All Sizes,Phaseolus vulgaris,
1012,4533,Vegetables,BEANS,Wax/Yellow,All Sizes,Phaseolus spp.,
1013,4534,Vegetables,BEANS,Winged,All Sizes,Psophocarpus      tetragonolobus,
1015,4536,Vegetables,BEAN SPROUTS,Mung Bean Sprouts,All Sizes,Vigna radiata,
1016,4537,Vegetables,BEETS,Baby Golden,All Sizes,Beta vulgaris,
1017,4538,Vegetables,BEETS,Baby Red,All Sizes,Beta vulgaris,
1018,4539,Vegetables,BEETS,Bunch,All Sizes,Beta vulgaris,
1019,4540,Vegetables,BEETS,Loose,All Sizes,Beta vulgaris,
1021,4542,Vegetables,BEET GREENS,,All Sizes,Beta vulgaris,
1022,4543,Vegetables,BELGIAN ENDIVE (WITLOOF CHICORY),,All Sizes,Cichorium intybus,
1023,4544,Vegetables,BOK CHOY (PAK CHOI),Small/Baby,All Sizes,Brassica rapa,
1024,4545,Vegetables,BOK CHOY (PAK CHOI),,All Sizes,Brassica rapa,
1025,4546,Vegetables,BONIATO,See also SWEET POTATO,All Sizes,Ipomoea batato,
1026,4547,Vegetables,BROCCOLI,Broccoli Rabe (Italian Rapini)/ Chinese Broccoli (GAI LAN),All Sizes,Brassica oleracea,
1027,4548,Vegetables,BROCCOLI,Florettes,All Sizes,Brassica oleracea,
1029,4550,Vegetables,BRUSSELS SPROUTS,,All Sizes,Brassica olerace,
1031,4552,Vegetables,CABBAGE,Chinese/Napa/Wong Bok,All Sizes,Brassica rapa,
1032,4553,Fruits,PEARS,Taylors Gold,All Sizes,Pyrus spp.,
1033,4554,Vegetables,CABBAGE,Red,All Sizes,Brassica oleracea,
1034,4555,Vegetables,CABBAGE,"Savoy, Green",All Sizes,Brassica oleracea,
1037,4558,Vegetables,CACTUS LEAVES (Nopales/Cactus Pads),,All Sizes,Opuntia spp,
1038,4559,Vegetables,CARDOON (CARDONI),,All Sizes,Cynara cardunculus,
1039,4560,Vegetables,CARROTS,Baby,All Sizes,Daucus carota,
1040,4561,Vegetables,CARROTS,French,All Sizes,Daucus carota,
1041,4562,Vegetables,CARROTS,Loose,All Sizes,Daucus carota,
1042,4563,Vegetables,CARROTS,Carrot Sticks,All Sizes,Daucus carota,
1045,4566,Vegetables,CAULIFLOWER,Florettes,All Sizes,Brassica oleracea,
1046,4567,Vegetables,CAULIFLOWER,Green,All Sizes,Brassica oleracea,
1047,4568,Vegetables,CAULIFLOWER,Purple,All Sizes,Brassica oleracea,
1051,4572,Vegetables,CAULIFLOWER,,Large,Brassica oleracea,
1052,4573,Vegetables,CAULIFLOWER,Baby,All Sizes,Brassica oleracea,
1053,4575,Vegetables,CELERY,Hearts,All Sizes,,
1054,4576,Vegetables,CELERY,Celery Sticks,All Sizes,,
1060,4582,Vegetables,CELERY,Bunch,Large,,
1061,4583,Vegetables,CELERY,Bunch,Large,,
1062,4584,Fruits,MANGO,Green (Includes Keitt and Francis),Large,Mangifera indica,Keitt and Francis varieties
1063,4585,Vegetables,CELERY ROOT/CELERIAC,,All Sizes,Apium graveolens,
1064,4586,Vegetables,CHARD (SWISS CHARD)/SILVERBEET,Green,All Sizes,Beta vulgaris,
1065,4587,Vegetables,CHARD (SWISS CHARD)/SILVERBEET,Red,All Sizes,Beta vulgaris,
1067,4589,Vegetables,CORN,"Sweet Corn, Baby",All Sizes,Zea mays,
1068,4590,Vegetables,CORN,"Sweet Corn, Bi-Color",All Sizes,Zea mays,
1070,4592,Vegetables,CUCUMBER,Armenian,All Sizes,Cucumis sativus,
1071,4593,Vegetables,CUCUMBER,English/Hot House/Long Seedless/Telegraph/Continental,All Sizes,Cucumis sativus,
1072,4594,Vegetables,CUCUMBER,Japanese/White,All Sizes,Cucumis sativus,
1073,4595,Vegetables,CUCUMBER,Lemon,All Sizes,Cucumis sativus,
1074,4596,Vegetables,CUCUMBER,Pickling/Gherkin,All Sizes,Cucumis sativus,
1076,4598,Vegetables,DAIKON,(See also RADISH),All Sizes,Raphanus sativus,
1077,4599,Vegetables,EGGPLANT (AUBERGINE),Baby,All Sizes,Solanum melongena,
1078,4600,Vegetables,EGGPLANT (AUBERGINE),Baby White,All Sizes,Solanum melongena,
1079,4601,Vegetables,EGGPLANT (AUBERGINE),Japanese,All Sizes,Solanum melongena,
1080,4602,Vegetables,EGGPLANT (AUBERGINE),White,All Sizes,Solanum melongena,
1082,4604,Vegetables,ENDIVE/CHICORY,,All Sizes,Cichorium intybus,
1083,4605,Vegetables,ESCAROLE/BATAVIAN CHICORY,Green,All Sizes,Cichorium endivia,
1084,4606,Vegetables,FIDDLEHEAD FERNS,,All Sizes,Matteauccia struthiopteris,
1085,4607,Vegetables,GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD),Chinese or Indian Mustard,All Sizes,Brassica juncea,
1086,4608,Vegetables,GARLIC,Regular,All Sizes,Allium sativum,
1087,4609,Vegetables,GARLIC,Elephant,All Sizes,Allium ampeloprasum,
1090,4612,Vegetables,GINGER ROOT,Regular,All Sizes,Zingiber officinale,
1092,4614,Vegetables,GREENS,Collard,All Sizes,Brassica oleracea,
1093,4615,Vegetables,GREENS,Dandelion,All Sizes,Taraxacum official,
1094,4616,Vegetables,GREENS,Mustard (Synonymous with Gai (Gui) Choy),All Sizes,Braccia juncea,
1095,4617,Vegetables,GREENS,Polk Greens,All Sizes,Brassica spp.,
1096,4618,Vegetables,GREENS,Texas Mustard,All Sizes,Brassica carinato,
1097,4619,Vegetables,GREENS,Turnip,All Sizes,Brassica rapa,
1103,4625,Vegetables,HORSERADISH ROOT,,All Sizes,Armoracia rusticana,
1104,4626,Vegetables,JICAMA/YAM BEAN,,All Sizes,Pachyrhizus erosus,
1105,4627,Vegetables,KALE,,All Sizes,Brassica oleracea,
1106,4628,Vegetables,KOHLRABI,,All Sizes,Brassica oleracea,
1107,4629,Vegetables,LEEKS,Regular,All Sizes,Allium ampeloprasum,
1108,4630,Vegetables,LEEKS,Baby,All Sizes,Allium ampeloprasum,
1109,4631,Vegetables,LETTUCE,Bibb/Flat/Round,All Sizes,Lactuca sativa,
1110,4632,Vegetables,LETTUCE,Boston/Butter,All Sizes,Lactuca sativa,
1111,4633,Vegetables,LETTUCE,Hydroponic,All Sizes,Lactuca sativa,
1112,4634,Vegetables,LETTUCE,Iceberg,All Sizes,Lactuca sativa,
1113,4635,Fruits,GRAPES,Red Seedless (All others not listed under red seedless),All Sizes,Vitis vinifera,
1114,4636,Fruits,GRAPES,Red Globe,All Sizes,Vitis vinifera,
1115,4637,Fruits,GRAPES,Red Seeded (All others not listed),All Sizes,Vitis vinifera,
1116,4638,Fruits,GRAPES,Fantasy/Marroo,All Sizes,Vitis vinifera,
1117,4639,Vegetables,LETTUCE,Mache,All Sizes,Lactuca sativa,
1118,4640,Vegetables,LETTUCE,Romaine/Cos,All Sizes,Lactuca sativa,
1122,4644,Vegetables,MALANGA,,All Sizes,Xanthosoma spp,
1123,4645,Vegetables,MUSHROOMS,"Regular, Button",Small,Agaricus bisporus,
1124,4646,Vegetables,MUSHROOMS,Black Forest,All Sizes,Agaricus bisporus,
1125,4647,Vegetables,MUSHROOMS,Chanterelle,All Sizes,Chanterella cibarius,
1126,4648,Vegetables,MUSHROOMS,Cremini/Brown/Swiss Brown,All Sizes,Agaricus spp.,
1127,4649,Vegetables,MUSHROOMS,Oyster,All Sizes,Pleuotus ostreatus,
1128,4650,Vegetables,MUSHROOMS,"Portabella (Synonymous with Cremini, Brown, Swiss Brown Mushrooms)",All Sizes,Agaricus bisporus,
1129,4651,Vegetables,MUSHROOMS,Shiitake,All Sizes,Lentinus edodes,
1130,4652,Vegetables,MUSHROOMS,Wood Ear,All Sizes,Auricularia auricula,
1133,4655,Vegetables,OKRA,Regular (Green),All Sizes,Abelmoschus esculentus,
1134,4656,Vegetables,OKRA,Chinese,All Sizes,Luffa acutangula,
1135,4657,Vegetables,OKRA,Red,All Sizes,A.esculentus,
1136,4658,Vegetables,ONIONS,Boiling,All Sizes,Allium spp.,
1137,4659,Vegetables,ONIONS,Bulb,All Sizes,Allium spp.,
1138,4660,Vegetables,ONIONS,Pearl,All Sizes,Allium spp.,
1139,4661,Vegetables,ONIONS,"Pickling, White",All Sizes,Allium spp.,
1140,4662,Vegetables,ONIONS,Shallots,All Sizes,Allium spp.,
1141,4663,Vegetables,ONIONS,White,All Sizes,Allium spp.,
1142,4664,Vegetables,TOMATOES,"Regular - Red, On the Vine (Truss)",All Sizes,Lycopersicon esculenta,
1143,4665,Vegetables,ONIONS,Yellow/Brown,Small,Allium spp.,
1149,4671,Vegetables,PARSLEY ROOT(HAMBURG PARSLEY),,All Sizes,Petroselinum crispum,
1150,4672,Vegetables,PARSNIP,,All Sizes,Pastinaca sativa,
1151,4673,Vegetables,PEAS,Blackeyed,All Sizes,Vigna unguiculata,
1152,4674,Vegetables,PEAS,Green,All Sizes,Pisum sativum,
1153,4675,Vegetables,PEAS,Sugar Snap,All Sizes,,
1155,4677,Vegetables,PEPPERS (CAPSICUMS),Anaheim (Green and Red),All Sizes,Capsicum spp.,
1156,4678,Vegetables,PEPPERS (CAPSICUMS),Banana (Yellow Long),All Sizes,Capsicum spp.,
1157,4679,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - Brown",All Sizes,Capsicum spp.,
1158,4680,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - Golden (Yellow)",All Sizes,Capsicum spp.,
1159,4681,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - Green",Small,Capsicum spp.,
1160,4682,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - Orange",All Sizes,Capsicum spp.,
1161,4683,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - Purple",All Sizes,Capsicum spp.,
1162,4684,Vegetables,PEPPERS (CAPSICUMS),"Bell, Field Grown - White",All Sizes,Capsicum spp.,
1163,4685,Vegetables,PEPPERS (CAPSICUMS),Chili - Dried,All Sizes,Capsicum spp.,
1164,4686,Vegetables,PEPPERS (CAPSICUMS),Chili - Green,All Sizes,Capsicum spp.,
1165,4687,Vegetables,PEPPERS (CAPSICUMS),Cubanelle,All Sizes,Capsicum spp.,
1166,4688,Vegetables,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Red",All Sizes,Capsicum spp.,
1167,4689,Vegetables,PEPPERS (CAPSICUMS),"Bell, Greenhouse - Yellow",All Sizes,Capsicum spp.,
1168,4690,Vegetables,PEPPERS (CAPSICUMS),Hot (Hungarian Hot),All Sizes,Capsicum spp.,
1169,4691,Vegetables,PEPPERS (CAPSICUMS),Hot Mixed,All Sizes,Capsicum spp.,
1170,4692,Vegetables,PEPPERS (CAPSICUMS),Hungarian Wax,All Sizes,Capsicum spp.,
1171,4693,Vegetables,PEPPERS (CAPSICUMS),Jalapeno - Green/Mexican Green,All Sizes,Capsicum spp.,
1172,4694,Vegetables,PEPPERS (CAPSICUMS),Jalapeno - Red/Mexican Red,All Sizes,Capsicum spp.,
1173,4695,Vegetables,PEPPERS (CAPSICUMS),Japanese - Red,All Sizes,Capsicum spp.,
1174,4696,Vegetables,PEPPERS (CAPSICUMS),Long Hot - Green,All Sizes,Capsicum spp.,
1175,4697,Vegetables,PEPPERS (CAPSICUMS),Long Hot - Red,All Sizes,Capsicum spp.,
1176,4698,Vegetables,PEPPERS (CAPSICUMS),Morita Chili,All Sizes,Capsicum spp.,
1177,4699,Vegetables,PEPPERS (CAPSICUMS),Negro,All Sizes,Capsicum spp.,
1178,4700,Vegetables,PEPPERS (CAPSICUMS),New Mexico,All Sizes,Capsicum spp.,
1179,4701,Vegetables,PEPPERS (CAPSICUMS),Pasilla - Green,All Sizes,Capsicum spp.,
1180,4702,Vegetables,PEPPERS (CAPSICUMS),Pasilla - Red,All Sizes,Capsicum spp.,
1181,4703,Vegetables,PEPPERS (CAPSICUMS),Pasilla Pod,All Sizes,Capsicum spp.,
1182,4704,Vegetables,PEPPERS (CAPSICUMS),Pinole,All Sizes,Capsicum spp.,
1183,4705,Vegetables,PEPPERS (CAPSICUMS),Poblano,All Sizes,Capsicum spp.,
1184,4706,Vegetables,PEPPERS (CAPSICUMS),Red Cheese,All Sizes,Capsicum spp.,
1185,4707,Vegetables,PEPPERS (CAPSICUMS),Red Finger,All Sizes,Capsicum spp.,
1186,4708,Vegetables,PEPPERS (CAPSICUMS),Red Pimiento/ Red Sweet Long,All Sizes,Capsicum spp.,
1187,4709,Vegetables,PEPPERS (CAPSICUMS),Serrano,All Sizes,Capsicum spp.,
1201,4723,Vegetables,POTATO,Creamer - Red,All Sizes,Solanum tuberosum,
1202,4724,Vegetables,POTATO,Creamer - White,All Sizes,Solanum tuberosum,
1203,4725,Vegetables,POTATO,Russet,All Sizes,Solanum tuberosum,
1204,4726,Vegetables,POTATO,Long - White,All Sizes,Solanum tuberosum,
1205,4727,Vegetables,POTATO,Yellow,All Sizes,Solanum tuberosum,
1212,4734,Vegetables,PUMPKIN,Mini,All Sizes,Cucurbita pepo,
1213,4735,Vegetables,PUMPKIN,Regular,All Sizes,Cucurbita pepo,
1216,4738,Vegetables,RADICCHIO,,All Sizes,Cichorium intybus,
1217,4739,Vegetables,RADISH,Black,All Sizes,Raphanus sativus,
1218,4740,Vegetables,RADISH,Bunched White,All Sizes,Raphanus sativus,
1219,4741,Vegetables,RADISH,Italian Red,All Sizes,Raphanus sativus,
1220,4742,Vegetables,RADISH,Red,All Sizes,Raphanus sativus,
1221,4743,Vegetables,RADISH,White/Icicle,All Sizes,Raphanus sativus,
1223,4745,Vegetables,RHUBARB,Regular,All Sizes,Rheum x rhabarbarum,
1225,4747,Vegetables,RUTABAGAS (SWEDE),Regular,All Sizes,Brassica napus,
1228,4750,Vegetables,SQUASH,Acorn/Table Queen,All Sizes,C. pepo/C. maxima,
1229,4751,Vegetables,SQUASH,Acorn - Golden,All Sizes,C.pepo,
1230,4752,Vegetables,SQUASH,Acorn - Swan White Table Queen,All Sizes,C.pepo,
1231,4753,Vegetables,SQUASH,Australian Blue,All Sizes,C.maxima,
1232,4754,Vegetables,SQUASH,Baby Scallopini,All Sizes,C.pepo,
1233,4755,Vegetables,SQUASH,Baby Summer (Green),All Sizes,C.pepo,
1234,4756,Vegetables,SQUASH,Baby Green Zucchini/Courgette,All Sizes,C. pepo/C. maxima,
1235,4757,Vegetables,SQUASH,Banana,All Sizes,C.maxima,
1236,4758,Vegetables,SQUASH,Buttercup,All Sizes,C.maxima,
1237,4759,Vegetables,SQUASH,Butternut,All Sizes,C.maxima,
1238,4760,Vegetables,SQUASH,Calabaza,All Sizes,C.moschata,
1239,4761,Vegetables,SQUASH,Chayote/Choko,All Sizes,Sechium edule,
1240,4762,Vegetables,ARTICHOKES,,Extra Large,Cynara scolymus,
1241,4763,Vegetables,SQUASH,Delicata/Sweet Potato,All Sizes,C.maxima,
1242,4764,Vegetables,SQUASH,(Sweet) Dumpling,All Sizes,C. pepo/C. maxima,
1243,4765,Vegetables,SQUASH,Gem,All Sizes,C.pepo,
1244,4766,Vegetables,SQUASH,Golden Delicious,All Sizes,C. pepo/C. maxima,
1245,4767,Vegetables,SQUASH,Golden Nugget,All Sizes,C. pepo/C. maxima,
1246,4768,Vegetables,SQUASH,Hubbard,All Sizes,C. pepo/C. maxima,
1247,4769,Vegetables,SQUASH,Kabocha,All Sizes,C. pepo/C. maxima,
1248,4770,Fruits,AVOCADOS,Hass,All Sizes,Persea americana,
1249,4771,Fruits,AVOCADOS,Green,Medium,Persea americana,
1250,4772,Vegetables,PEPPERS (CAPSICUMS),Chili - Yellow,All Sizes,Capsicum spp,
1251,4773,Vegetables,SQUASH,Patty Pan/Summer,All Sizes,C.pepo,
1252,4774,Vegetables,SQUASH,Red Kuri,All Sizes,C. pepo/C. maxima,
1253,4775,Vegetables,SQUASH,Scallopini,All Sizes,C.pepo,
1254,4776,Vegetables,SQUASH,Spaghetti/Vegetable Spaghetti,All Sizes,C. pepo/C. maxima,
1255,4777,Vegetables,SQUASH,Sunburst (Yellow),All Sizes,C. pepo/C. maxima,
1256,4778,Vegetables,TOMATOES,Regular - Yellow,All Sizes,Lycopersicon esculenta,
1257,4779,Vegetables,SQUASH,Sweet Mama,All Sizes,C.pepo x C.maxima,
1258,4780,Vegetables,SQUASH,Turban,All Sizes,C.maxima,
1259,4781,Vegetables,SQUASH,White,All Sizes,C.pepo,
1260,4782,Vegetables,SQUASH,Yellow - Straightneck,All Sizes,C. pepo/C. maxima,
1261,4783,Vegetables,"BITTER MELON/BITTER GOURD, Foo Qua",Foo Qua,All Sizes,Momordica charantia,
1262,4784,Vegetables,SQUASH,Yellow - Crookneck,All Sizes,C. pepo/C. maxima,
1268,4790,Vegetables,SUGAR CANE,,All Sizes,Saccharum officinarum,
1269,4791,Vegetables,SUNCHOKES (JERUSALEM ARTICHOKES),,All Sizes,Helianthus tuberosum,
1270,4792,Vegetables,TAMARILLO,Golden,All Sizes,Cyphomandra betacea,
1271,4793,Vegetables,TAMARILLO,Red,All Sizes,Cyphomandra betacea,
1272,4794,Vegetables,TARO ROOT (DASHEEN),,Small,Colocasia esculeta,
1273,4795,Vegetables,TARO ROOT (DASHEEN),,Large,Colocasia esculeta,
1274,4796,Vegetables,TOMATOES,Cherry - Red,All Sizes,Lycopersicon esculenta,
1275,4797,Vegetables,TOMATOES,Cherry - Yellow,All Sizes,Lycopersicon esculenta,
1276,4798,Vegetables,TOMATOES,Greenhouse/Hydroponic/Regular - Red,Small,Lycopersicon esculenta,
1277,4799,Vegetables,TOMATOES,Greenhouse/Hydroponic/Regular - Red,Large,Lycopersicon esculenta,
1278,4800,Vegetables,TOMATOES,Native/Home Grown,All Sizes,Lycopersicon esculenta,
1279,4801,Vegetables,TOMATOES,Tomatillos/Husk Tomatoes,All Sizes,Lycopersicon esculenta,
1280,4802,Vegetables,TOMATOES,Dried,All Sizes,Lycopersicon esculenta,
1281,4803,Vegetables,TOMATOES,Teardrop/Pear - Red,All Sizes,Lycopersicon esculenta,
1282,4804,Vegetables,TOMATOES,Teardrop/Pear - Yellow,All Sizes,Lycopersicon esculenta,
1283,4805,Vegetables,TOMATOES,"Vine Ripe, Regular - Red",Small,Lycopersicon esculenta,
1287,4809,Vegetables,TURNIP,Baby,All Sizes,Brassica rapa,
1288,4810,Vegetables,TURNIP,Bunch/Banded,All Sizes,Brassica rapa,
1289,4811,Vegetables,TURNIP,Purple Top,All Sizes,Brassica rapa,
1290,4812,Vegetables,TURNIP,White,All Sizes,Brassica rapa,
1292,4814,Vegetables,WATER CHESTNUTS,,All Sizes,Eleocharis dulcis,
1293,4815,Vegetables,WATERCRESS,,All Sizes,Rorippa nasturtium-aquaticum,
1294,4816,Vegetables,SWEET POTATO/YAM/KUMARA,Golden,All Sizes,Ipomoea batato,
1295,4817,Vegetables,SWEET POTATO/YAM/KUMARA,Red/Orangy Red Flesh,Large,Ipomoea batato,
1297,4819,Vegetables,YUCA ROOT/CASSAVA/MANIOC,,All Sizes,Manihot esculenta,
1338,4860,Dried Fruits,APPLE SLICES,Dried ,All Sizes,,
1339,4861,Dried Fruits,APRICOTS,Dried,All Sizes,Prunus armeniaca,
1340,4862,Dried Fruits,DATES,Dried,All Sizes,Phoenix dactylifera,
1342,4864,Dried Fruits,PINEAPPLE,Dried,All Sizes,Ananas comosus,
1343,4865,Dried Fruits,PRUNES,Regular (Dried Fruit),All Sizes,Prunus domestica,
1344,4866,Dried Fruits,PRUNES,Pitted (Dried Fruit),All Sizes,Prunus domestica,
1346,4868,Dried Fruits,RAISINS,Black (Dried Fruit),All Sizes,,
1347,4869,Dried Fruits,RAISINS,Golden/Yellow (Dried Fruit),All Sizes,,
1362,4884,Herbs,ARUGULA/ROCKET,,All Sizes,Eruca versicara,
1363,4885,Herbs,BASIL,,All Sizes,Ocimum spp.,
1364,4886,Herbs,BASIL,Opal,All Sizes,Ocimum spp.,
1365,4887,Herbs,BASIL,Sweet,All Sizes,Ocimum spp.,
1366,4888,Herbs,CHIVES,,All Sizes,Allium Tuberosum,
1367,4889,Herbs,CILANTRO (CHINESE PARSLEY/CORIANDER),,All Sizes,Coriandrum sativum,
1368,4890,Fruits,PEARS,Chinese Yali,All Sizes,Pyrus spp.,
1369,4891,Herbs,DILL,,All Sizes,Anethum graveolens,
1370,4892,Herbs,DILL,Baby,All Sizes,Anethum graveolens,
1371,4893,Herbs,DILL,Pickling,All Sizes,Anethum graveolens,
1372,4894,Herbs,LEMONGRASS,,All Sizes,Cymbopogon citratus,
1373,4895,Herbs,MARJORAM,,All Sizes,Origanum spp,
1374,4896,Herbs,MINT,,All Sizes,Mentha spp,
1375,4897,Herbs,OREGANO,,All Sizes,,
1376,4898,Herbs,OYSTER PLANT/SALSIFY,,All Sizes,Tragopogan porrifolius,
1377,4899,Herbs,PARSLEY,Regular/Curly,All Sizes,Petroselinum crispum,
1378,4901,Herbs,PARSLEY,Italian/Continental/French,All Sizes,Petroselinum crispum,
1380,4903,Herbs,ROSEMARY,,All Sizes,Rosemarinus officinalis,
1381,4904,Herbs,SAGE,,All Sizes,Salvia officinalis,
1382,4905,Herbs,SORREL,,All Sizes,Rumex spp.,
1383,4906,Herbs,TARRAGON,,All Sizes,Artemisia dracunculus,
1384,4907,Herbs,THYME,,All Sizes,Thymus vulgaris,
1385,4908,Herbs,VANILLA BEAN,,All Sizes,Vanilla planifolia,
1401,4924,Nuts,ALMONDS,,All Sizes,Prunus dulcis,
1403,4926,Nuts,BRAZILNUTS,,All Sizes,Berthollettia excelsa,
1404,4927,Nuts,CHESTNUTS,,All Sizes,Castanea sativa,
1405,4928,Nuts,FILBERTS,Cobnut/Hazelnut,All Sizes,Corylus spp.,
1406,4929,Nuts,MIXED NUTS,,All Sizes,,
1407,4930,Nuts,PEANUTS,,All Sizes,Arachis hypogaea,
1408,4931,Nuts,PEANUTS,Raw,All Sizes,Arachis hypogaea,
1409,4932,Nuts,PEANUTS,Roasted - Salted,All Sizes,Arachis hypogaea,
1410,4933,Nuts,PEANUTS,Roasted - Unsalted,All Sizes,Arachis hypogaea,
1413,4936,Nuts,PECANS,,All Sizes,Carya illinoiensis,
1415,4938,Nuts,PINE NUTS (PIGNOLI),,All Sizes,Pinus spp.,
1416,4939,Nuts,PISTACHIO,Natural,All Sizes,Pistacia vera,
1417,4940,Nuts,PISTACHIO,Red,All Sizes,Pistacia vera,
1419,4942,Nuts,SUNFLOWER SEEDS,,All Sizes,Helianthus annus,
1420,4943,Nuts,WALNUTS,Regular,All Sizes,Juglans spp.,
1421,4944,Nuts,WALNUTS,Black,All Sizes,Juglans spp.,
1422,4945,Nuts,WALNUTS,White,All Sizes,Juglans spp.,
1434,4957,Fruits,GRAPES,Blue/Black Seeded (All others not listed),All Sizes,Vitis vinifera,
1435,4958,Fruits,LEMONS,,Medium,Citrus limon,
1436,4959,Fruits,MANGO,"Red (Includes Tommy Atkins, Kent, Palmer Vandyke, Edward, Hayden)",Large,Mangifera indica,
1437,4960,Fruits,PEARS,Fragrant,All Sizes,Pyrus spp.,
1438,4961,Fruits,MANGO,Yellow,Large,Mangifera indica,"(Includes Oro, Ataulfo/Honey Manila varieties)"
1439,3128,Vegetables,POTATO,Purple,All Sizes,Solanum tuberosum,
1441,3460,Fruits,APPLES,Red Jonaprince,All Sizes,Malus domestica,Red Prince
1442,3459,Fruits,PERSIMMON,Shiny Red,All Sizes,Diospyros kaki,
1447,3461,Fruits,APPLES,Lady Williams,All Sizes,Malus domestica,
1448,3462,Herbs,CHIVES,Garlic/Chinese,All Sizes,Allium tuberosum,
1449,3464,Fruits,MANGO,B-74,All Sizes,Mangifera ,Calypso™
1450,3465,Vegetables,PEPPERS (CAPSICUMS),Stripy Bell,All Sizes,Capsicum,Enjoya™
1451,3466,Fruits,PEARS,Cape Rose,All Sizes,Pyrus communis,Cheeky®
1452,3467,Fruits,APPLES,Regal 13-82,All Sizes,Malus domestica,Juici™
1453,3463,Vegetables,Amaranth/Callaloo/Een Choy,,All Sizes,amaranthus spp.,"Chinese spinach, yin choy"
1454,3468,Fruits,APPLES,Honeycrisp,Small,Malus domestica,
1455,3469,Fruits,GRAPES,Sugrasixteen,All Sizes,Vitis Vinifera I.,SABLE SEEDLESS® brand
1456,3470,Fruits,MELON,"Watermelon - Red, Small Seeds",All Sizes,Citrullus lanatus,
1457,3471,Vegetables,CACTUS LEAVES (Nopales/Cactus Pads),Baby,All Sizes,Opuntia sp,
1458,3472,Herbs,SACRED PEPPER,,All Sizes,Piper sanctum,Sacred pepper leaf
1459,3473,Herbs,EPAZOTE,,All Sizes,Chenopodium ambrosioides L.,
1460,3474,Vegetables,SWEET POTATO/YAM/KUMARA,Saffron,All Sizes,Escobedia linearis Schlecht,
1461,3475,Herbs,MINT,Peppermint,All Sizes,Mentha piperata,
1462,3476,Herbs,ORANGE TREE LEAF,,All Sizes,Citrus x sinensis (L.) Osbeck,
1463,3477,Herbs,PAPALO,,All Sizes,Porophyllum macrocephalum DC.,"Summer cilantro, Bolivian coriander"
1464,3478,Vegetables,QUELITES,,All Sizes,Chenopodium spp.,
1465,3479,Vegetables,CHIPILIN LEAF,,All Sizes,Crotalaria longirostrata,Chepil
1466,3480,Vegetables,PUMPKIN VINE,,All Sizes,Cucurbita pepo,Pumpkin vine
1467,3481,Vegetables,XPELON,,All Sizes,Phaseolus lunatus,Xpelon bean
1468,3482,Herbs,RABBIT HERB,,All Sizes,Porophyllum linaria (Cav.) DC.,
1469,3483,Herbs,PURPLE HERB,,All Sizes,Solanum americanum Mill.,Purple grass
1470,3484,Fruits,APPLES,Dalinette,All Sizes,Malus domestica,Choupette
1474,3486,Fruits,APPLES,CN121,All Sizes,Malus domestica,SugarBee™
1475,3487,Fruits,APPLES,MN 55,All Sizes,Malus domestica,"Rave™, First Kiss™"
1476,3485,Fruits,PEARS,Harovin Sundown,All Sizes,Pyrus communis,Cold Snap™
1477,3488,Fruits,MANGO,Red,Extra Large,Mangifera indica,
1478,3489,Fruits,PEARS,Cepuna,All Sizes,Pyrus communis,Migo™
1479,3490,Fruits,APPLES,MAIA 1,All sizes,Malus domestica,EverCrisp™
1480,3491,Fruits,GRAPES,ARRA FIFTEEN,All Sizes,Vitis vinifera,Sweeties™
1481,3492,Fruits,GRAPES,ARRA TWENTYNINE,All Sizes,Vitis vinifera,Passion Fire™
1482,3493,Vegetables,ONIONS,Tearless Sweet,All Sizes,Allium cepa,Sunions
1483,3495,Fruits,PEARS,Celina,All Sizes,Pyrus communis,QTee®
1484,3496,Fruits,GRAPES,IFG Core Red Seedless,All Sizes,Vitis vinifera,"IFG 68-175 (Sweet Celebration®), IFG Four (Sweet Romance®), IFG None (Jack's Salute®)"
